	id	sentence1	sentence2	similarity
153	ed622dbf0728d04f60641c1e4	A man spilled oil on some tomatoes.	The man poured oil on the cut wound	3.8
6378	68f74e8d5b70c110659210779	If you don't want to pay for Adobe Creative as @schultem mentions, LaTeX can do clickable hyperlinks.	If you don't organize your files properly SlideShare is a good solution.	0.8
4654	b69bfd41c98833cd321dee44b	At least 12 troops killed in Afghanistan attack	NATO troops suffered an Afghan 'insider attack'	3.0
4304	2732abcb4ea6c401e5314909b	Two die in tribal violence after several monitors land	Two year doping ban for Contador	0.0
571	08ba1b4e436aa1019de264bec	Two men were fighting in a cow pasture.	Two men are fighting over a cattle ranch	4.0
4516	5ade95ab09dd7c2b035aafca2	Thai people vote; 1 dead in violence	Thai protesters occupied stations in Bangkok	2.8
6320	1ab57686fb69a78c4ee025337	Two fishermen try to untangle their large fishing net on the beach the next day.	Several men pull a fishing net up on the beach	3.0
3990	58981852b7fbc12fe35814d2c	BBC director general Tim Davie over concerns about journalism	BBC Director General Tim Davie Newsnight Scandal	3.6
128	abe515de25a9fe7e8cbac8ff6	A young woman plays the guitar.	A man sings and plays guitar	1.75
7809	46eb168e1158a4f1ae6309c7e	Two skiing people are cross country skiing.	People skiing cross country	3.6
4475	0ce1064ab18264a0aaeab8f3e	Tokyo stocks close down sharply	US stocks close down 1.53%	3.0
2883	121b595635e99751b311afb3f	Tisha Kresler, a spokeswoman for Global Crossing, declined to comment	A Global Crossing representative had no comment	3.6
2423	91cf8ec8d9b4fdeaa97f5da09	Everyone else at the current city capital of Mexico.	Everyone loves the world at the current prosperity level of moderate	1.4
4046	048e10615e86e2aa4a840384a	Google CEO says innovation important, security critical	Google says Android important, not critical	4.0
4740	2091d4ad6503a5aa866c87534	Trailblazing Israeli electric car company Better Place shut down	Trailblazing electric car company to fold	4.4
7439	51c2b50108330a74a0f9e95fd	A man pours water into a pot.	A silly person is putting rice in a bowling pot.	4.2
8112	7286b379f51ab025fc638fcd1	Yes, there is a reason to not trust you propose.	Yes, there is a chemical difference.	0.0
3166	afff15ce22fe13ca7035ab0f8	Mr. Turner transferred about 10 million shares to a charitable foundation which were donated	Steve Case leave Mr. Turner with about 3 million shares in AOL.	1.6
6037	bce75b3c2c325f49c3e82c502	A very scantily clad woman is standing next to me	A yellow and orange parrot on to the side of small cage.	0.0
7239	62439d47c47dff396c4e49ba8	New UN peacekeeping chief named Parfait African Republic	UN takes over Bangui Central African Republic	2.0
2298	80e44dcb73f6b217024c80cef	Landon And So This journey We are all grateful filled with many wonders.	With Fire We are all vessels filled with wonders.	1.8
5694	da1892441a1a1d2a258428c99	New US authorities have Overseas Cyber Attackers	The Trump administration has launched a U.S. sanctions program on overseas cyber attackers	2.0
5557	8aa6e661ce094b176f024dd71	Syrian Rebel Groups fight Other in North	Syrian rebel groups battle each other in north	5.0
2077	9a25704dee1c1900f670edd50	you have no remains of a body at the pentagon.	We have no intention for a missile at the moment	2.6
2809	d888b9c579530437123fd89fe	Some women are also concerned that too many women are turning to plastic surgery quest for bodily perfection.	Some women also express concern about a rise in which more people than ever are striving to achieve quest for bodily perfection.	4.75
564	fa45591da72563b5260cd6bb5	A adorable kitten is playing with a ball.	A kitten is playing with a ball	4.4
4859	6c97f7452ea69bf78dbf7b759	26 Palestinian prisoners released yesterday from Israeli prison	A terminally ill prisoner suffering of cancer, unrest in Israel jails	1.0
2264	232319a9d1b760e4076d42f44	The old schtick is getting stale.	Online misogyny is getting messy.	0.4
1910	74a3dfbfb8002979f8e026b53	One child pulls another sitting in a swing along the sand.	A young boy and girl wearing a silly hat in a radio flyer wagon.	3.4
8461	0d678f125e6c0e50b2710dc2b	Chinese general's son 12 years jail for rape	Chinese general’s son gets 10 years’ imprisonment gang-rape	4.2
5238	3fc692bb0555e47a11e489b6f	Didier Reynders on Twitter	Best day: Prime time is over in Syria	1.6
2487	0f75981a452863c76732b43e3	summer months and July is the best seen since the survey began in August 1997.	It is the first the index was created in August 1997.	3.0
5805	6b2a001c5e8ca79f1cfdb0a76	A tall man is playing a guitar	A man is eating a banana.	0.6
655	176e83adcc02ce8284edf8385	A robot eating a bowl of cereal.	The man is eating cereal.	4.0
8160	4b2833d955ea573dccce587bf	A New Castle County woman has become the first Delaware patient to contract the West Nile virus recently state's Department of Health	A 70-year-old man has contracted the West Nile virus, the first human case in County this year, according to the county health department.	1.5
907	4b6e5bb2ca3c5c60e425b0562	Meat sizzles dropped into a pan.	A chef is putting meat in a pan.	3.25
7242	3016821576da9440b2c7d0792	Israeli police clashed Palestinian protesters at Al-Aqsa Jerusalem holy site	Israel Police clashed With Palestinians in Jerusalem	3.0
1184	d29d4ffaaaff97156486fe1bf	A flat screen TV sits on the floor.	A flat-screen TV sits on living floor.	5.0
2654	82a5ec81a4db7079160f63fe1	Moore had no immediate comment available	The government did not have an immediate response available	4.778
2914	97fcbda856cec5ca407020c37	Mr. Bankhead said five crime scenes indicated that one killer was very methodical.	GBI spokesman John Bankhead released several graphic scenes showed that the killer was very methodical.	4.0
4894	558c549c2569c6bb42d3d3542	KLCI slightly traded mixed at mid-day	KL shares mixed at 1.45	3.6
2594	64a41d82946ecb8fc6f7fadd4	The euro rose was up 1 percent against the dollar to a three-month high earlier in the session above $1.18.	In early U.S. trading, the euro was down slightly to 1.1850 after touching a four-month high of $1.1860.	2.2
1377	447df9364e2aa77b8d0132976	My friend is feeding a sheep.	little boy feeding a hungry horse hay.	4.2
6521	00e1db05e021970a481c05927	In English, certainly the most common use of do is auxiliary	In traditional grammar, the word doing the participle modifying all your examples.	0.6
4076	527e129f52c2d11b0ed852937	Ecuador President Correa has no decision made on Assange asylum	Ecuador yet to grant Assange's asylum	3.8
5719	a93563592341f2c447c305046	Boko Haram disrupts Nigerian elections	Press awash with Nigeria's general election	1.0
6999	0a7ccd71e4c1933c28d50a207	Netanyahu set to cast early vote	Israel's Netanyahu set an early vote	4.4
5248	e0f26d5fad5fb704fa210bfd6	Global financial and markets: as it happened, April 17, 2013	Business news and markets: as expected happened, June 2022	2.4
7820	fcc77e7144f764092125eab0f	Ten friends riding ATVs.	4 friends are riding bikes	1.6
5572	1cf6a97c8a390e887a63dbdf9	Egypt braces for 'Friday protests anger' after clashes	Egypt protested for hours of anger after bloody crackdown	4.0
4919	49ac10fa359868b26e74f0499	Mixed reactions to NZ same-sex marriage	New	2.2
5191	b61cb9963c1649407fb3d40be	Israel, Palestinians seek another meeting Monday: soon	Palestinians: they Don't Want Kerry Mission to fail	1.4
2313	46071e2f0dcb7e9e3a8f55902	Ive watched soccer play.	I like watching soccer play.	2.2
8385	357ed561e7f4d22f3761a7854	Nigeria mourns over 193 people killed in plane crash	Nigeria opens probe into plane crash	1.6
6225	c57f324dea3480378e2c6e24f	Children are playing on a trampoline in the park	Several kids jumping on a trampoline in the snow.	4.5
6759	20682fa7c6c30f2dfe6decf6b	Also at increased risk of those whose immune systems suppressed by medications or by diseases such as diabetes and AIDS.	individuals at increased risk are those with suppressed immunity to illness or medicines.	4.0
6863	45e826b132027ce295adf0520	Teams of inspectors walked into a restricted area without being stopped; others took sensitive areas without being challenged.	Teams of inspectors walked into a restricted area at one park without being stopped and took pictures of security-sensitive areas around them.	4.75
8221	a57a4a931ee718d0575e55133	Gov. Linda Lingle and members of her staff were at the Kennedy Space Center watched the launch.	Gov. Linda Lingle and officials are scheduled to be present at the base to watch the launch.	3.5
838	0b988002a6abb61e16958ab46	A clown is making people are dancing.	A clown is singing.	3.0
5636	134de1e7bf16161f5f1379a8d	Nelson denied hospital release reports 'incorrect'	Patient Goes Home After Hospital Stay	2.0
5189	0056677e615ac8ffd930ddee3	Gang violence kills 16 people in prison	Sixteen Americans in Venezuela prison	4.0
7922	9525752b5db4be112ff5449d9	I was thinking a similar idea	I had a similar situation.	5.0
6017	87629f8c9b0109115a2728dca	One Asian and young beautiful woman in glasses smiling with their thumbs up.	Two women are posing for photographers giving the thumbs up sign.	3.4
7482	4c86c8967988b8f3a12afda9d	A girl is applying makeup to her face.	A woman is putting on makeup.	2.75
1967	95217db8447810339a925d914	A tattooed rockstar in black playing a white guitar solo	A woman in a black and white earmuffs.	0.0
6755	e94259a562a2537699e17d49f	Executive recruiters say that finding a seasoned chief merchandising officer be the hardest of all hires due such a dearth of good ones.	Executive leaders say that finding a seasoned professional will be the trickiest of all hires.	3.75
7776	d2bbc467ecb78754ca80e130b	People making a house out of cards.	Two people are together and one is using a piece phone in a way than intended.	0.2
393	50d4bbe9236c146fdb2df3b26	A group of penguins is called a colony	A large group penguins are heading to the ocean.	2.8
6483	e9afdd3614d0566e6e4e69280	Pick them as soon as they are fresh enough to eat when you want them.	I live in Delaware for already harvested my jalapeno and chili peppers.	0.6
606	016b3ca8cc92e655f3c5548f0	A man shooting a gun.	A man is slicing a bun.	0.8
497	dc09fd222d9886d831223f48b	A small boy is playing with a dog.	A baby is playing with a dog.	3.75
4182	77ca6d0a053146804a2c1661a	President Mills must quit immediately	President John Atta-Mills Must Resign Now -NPP Germany	2.6
5531	45e3e5cee29bb273ee9b25c1b	The Israeli government authorises new settlements ahead of elections	Israel Approves New Settlement freeze of Peace Talks	4.8
8002	c186cd59bf6476727f1920a8b	Vietnamese citizens need a visa to visit the USA.	Nepalese people a visa to visit the UK.	1.0
1472	b35143760540ced64adcc1f62	A small commercial plane parked at an airfield with a cloudy sky above	A small white plane parked in an overcast cloudy day.	4.6
6660	8e785242c1ff511987eb32d76	I think 90 days is absolute most you can plan for a single time period.	Definitely plan ahead next month it's totally OK for your plans to change just amend them as they do.	2.6
7642	701b8caf5e5c02a42814ddc5a	A quiet man sits by a dock looking out at the water.	A man jumps off a cliff into the water	1.33
2519	d967d9ebd3f6dc45c6f736f5c	Peter Lyman and Hal Varian of Berkeley's School of Information has say that information production has increased by 30 percent from 1999 and 2002.	That are masters of the megabyte, Peter Lyman and Hal Varian, professors at the University of California-Berkeley's School of Information Management and Systems.	2.0
1084	06fb30ad050f6aa7e9c089dce	A man sitting on a bench toward the sky.	The train riding on rusty tracks in the snow.	0.0
7718	ec0622d0f50630e33d837e5b5	A boy wearing blue and white shorts is jumping in the surf.	A wizard wearing green twists something in his hands.	0.6
7430	74e3da9e706cecad46ea9e2ff	A boy is playing piano onstage.	A child is playing an instrument.	2.8
2943	71aae612a606874b198bdd9ec	Toll, Australia's private private last week offered NZ75 a share for Tranz Rail.	Toll last week offered to buy X State NZ75c a share, and $NZ158 million.	3.5
2371	baaee170b08c466eab7e6695f	I missed the point where African American black people were going to riot.	Never, did I ever, did I say blacks were going to riot.	2.4
795	74cf7be1c261229eb34d88daf	A man is slicing a carrot with machine.	A monkey is climbing a rope.	0.4
6167	9cc7c110c15b506ade887bb67	A couple a man are amused by headphones.	Two tired	1.2
831	2e68299412f3050a6a790f108	a busy man is buttering bread.	A woman is riding a horse.	0.0
6445	bee05b94fd8f9e6f5578766cd	In some cases the implication could simply be that Tom does not exist	There is no implication about Tom whatsoever in that sentence.	1.8
7231	e25e759618f4368a43ad740e3	Chinese lunar module on moon	China lands robot rover on moon	5.0
6296	e42a58969aedc95bded40e785	A dog bounces a ball.	A player catching a ball.	1.6
1164	e70f04af54c9e50f2b867bea2	A black and white horned goat a field.	a black and white cow grazes in a green field.	4.2
1272	5117bf5148d83361056bba3b9	The man is sitting between two people in front of a door.	Than I saw a field in front of a fence.	0.0
7156	f7feae588ca1a37b6dab550e8	Rescuers scour debris searching for buildings collapse	Select images from Bangladesh Google	2.2
3341	079a061262ce82fb491fa1129	Shares of McDonald's rose $1.83, higher 8.3 percent, to close at the day's high high high	A company rose $1.83 to close at $23.89 on the New York Stock Exchange.	4.25
1636	190d391ea0bd6fabdcc076758	A boy on the beach near a ball.	A guy jumped for a lay-up on a basketball court.	0.6
2483	0bee7b165a39d03b5df5f60a1	About 22% of twentysomethings are which weigh 30 pounds over a healthy weight.	About 31 million now obese — roughly 30 or 40 pounds over a healthy weight.	2.6
