	id	sentence1	sentence2	similarity
730	124e2cc4c01c9865ac897c502	a rider is mounted on a steed.	he is cruising on a bike.	1.8
8365	4e07a6a14a438eb2ffbec0b52	a suspicious opening was discovered in the car's trunk compartment.	the glove was intentionally placed in the trunk.	2.25
2811	50031b87a270787af2bb7dda3	the Archbishop's absence from the magazine is notable.	the magazine did not publish a photo of Dr Hollingworth in its June issue.	3.0
3405	3b3c65f10d47edfab3b9b2259	the shooting was a wake-up call for the community.	it was just a sign of a larger problem.	3.75
2742	eec03dd407a950d365405a12f	over 154,000 military personnel were on active duty worldwide.	over 154,000 troops have been deployed globally.	4.0
4241	35a5f2d18f2546344cbf11594	an investigation may take several weeks to conclude.	the truth behind her tragic demise remains elusive.	1.8
3578	e068e5e19f468f9357934814a	the military's anti-drug efforts are a publicity stunt.	they are highlighting their efforts to combat drug-related crimes.	3.75
925	1f42f215e04b8cbb6ace31610	he is cooking a meal.	he heated it to the right temperature.	2.6
3607	ab792b52e3180ea9035ffa678	china's cyber warfare capabilities are rapidly advancing.	they are leading the charge in a new era of digital espionage.	3.4
6114	50bed004d1b086e9e1fc976c7	they are enjoying the view.	they are enjoying the view from the living room.	4.2
314	6029574c962182a8042bd6ddb	he is having a comfortable nap.	the dog is resting on the floor.	4.0
4841	c8d8f79cd7075988e191b187d	the country's political landscape will be shaped by the outcome.	a new government is formed to stabilize the country.	1.4
1133	af7d356d063bbdf2fd8cbbd13	she is dressed casually and comfortably.	a casual summer outfit is being worn.	4.0
2270	6c45201a75ac7a75908d23331	it is a fundamental right of the jury to acquit or convict based on their own moral and ethical beliefs.	it means the jury is free to disregard the law if they believe it is unconstitutional.	2.6
3297	9cda53eaa3a609205763adf8a	Terri's Bill will be introduced during the special session on Monday.	the bill aims to extend Terri Schiavo's life support.	3.75
5677	350df284c4dad91af7d2650b8	report on the humanitarian crisis in Yemen.	their military aggression and engage in a peaceful dialogue.	2.0
5181	f053e830a130eaeebaddf78f3	the devastation is catastrophic.	the crisis in the region is severe.	0.6
7284	8dfa9b7c0c095fe69338705d1	he is strumming the strings.	he is savoring a delicious Italian meal.	0.533
8141	eb6affe0e8ee5bda1d91bf7bf	the company's financial performance is modest.	the company's financial performance is strong.	1.2
1942	b38781f7972a31dfde68b7d1b	the duo is trekking uphill in the snow.	the scene is serene and peaceful.	3.8
1883	99c044209509d741f09ceffde	a canine is pursuing a flying disc.	a furry bundle of joy is frolicking in the winter wonderland.	1.4
2411	e42530b32c94b59a97bff0072	they are victims of circumstance and societal oppression.	they must take ownership of their decisions.	1.6
2944	92680c673d34d58ac87343169	it has blocked a significant number of malware emails globally.	the worm has spread globally, infecting thousands of computers.	2.75
523	ff8aa37c08240e178a33f1649	he is producing soothing melodies.	he is strumming the strings.	2.0
5370	a961b09f3ad2c43139d69687e	a powerful earthquake has struck the region.	a strong tremor was felt across the island.	2.0
3070	68a8cb253de0d2017fa0f0e25	his overall health is improving.	his medical condition is still uncertain.	3.2
7417	373ab9d11994062acf8041017	they are chopping onions finely.	they are chopping a tear-inducing vegetable.	4.6
6598	ae581fd86bf828d349fd564ab	it could still be a part of a collective consciousness.	they are not solely mental constructs.	3.4
8321	708d36d6a3177c17dece7eb59	I am deeply in debt.	I'm still deeply in debt.	3.75
3061	ccb181b78b79ab0a45028b5af	the accused faces a capital punishment.	the allegations are unfounded and without merit.	3.2
1122	6b3a757fbb48e37ba3cd36532	the trains are on the tracks simultaneously.	they are moving along the same route.	3.4
5285	4a7fc351fdc31c6babe3fd8e3	any of us could be a victim of racial profiling.	a victim of senseless gun violence.	2.8
5247	4ab6689ee258313d616bc22e2	the Gunners are looking to extend their winning streak.	the Premier League match is underway.	2.2
2711	2631ed31880bca6e7c3fc461f	the broader stock market index rose 0.39% to 924 points.	the stock market index increased by 0.41%.	0.944
874	571fc6426c64b4e19c55a7c65	he is pressing the electronic keys.	the band is making music.	1.25
2390	6ef90a9736e77724df9107a23	he was attacked by his vehicle without warning.	he was suddenly face to face with his vehicle.	2.4
125	61f83af30a5cf0cece5d286ee	they arrived at their destination.	they arrived at their destination.	4.0
7605	091c8cc27c7ff8331f8e6f314	the cat is resting comfortably.	it's a feline on a furry rug.	2.4
1071	094e78493083c7f2a6a420a44	she is a equestrian enthusiast.	a equestrian is depicted in a picturesque scene.	3.8
1282	09e18e673e4f605f3ee68a8bc	a large aircraft is stationary on the ground.	it's a striking urban landmark.	0.8
1846	7d2f2fdf0a98543f8ebca109d	a carefree child is enjoying a sunny day.	a scene of childhood innocence and urban contrast.	4.4
5565	f117a86035727ad078cd9e8fa	at least 20 others injured in the blast.	a tragic incident has shaken the community.	5.0
5631	84a79d574aac432aa9145553b	multiple people were saved from the sea.	a search and rescue operation was launched to ensure all passengers were safe.	3.0
6031	af3680cb9ec82928474fcc475	it navigates through heavy traffic.	a green vehicle travels along a highway.	3.2
6547	d2c54a8d1784502d7dac4085a	wearing a bear bell is a thoughtful way to avoid startling other hikers.	pack a bear-resistant lunch and snacks.	0.6
3604	5b45542703e6229f04c12c24e	a quarter century has passed since the sandinistas seized power.	it remains a sensitive topic in the country's politics.	2.4
3994	36ff76d7ff1ae6551f77be7eb	the Shanghai Composite Index rose 1.2%.	the Shanghai Composite Index fluctuates slightly.	1.0
3377	095f7140faa6641266d605a12	the acquisition is scheduled for Q3 2023.	the deal is likely to be finalized by the end of September.	3.4
354	cec7f9f30ead8c0e9878999f3	they are enjoying aquatic activities.	they are having a friendly match.	0.0
3270	a7219c10ebcce43b7af11278f	the results are consistent across both studies.	the drug's efficacy was not disputed.	2.7
5094	507a9c70d00c2e921ab05cacc	a devastating terrorist attack has occurred in Iraq.	a devastating terrorist attack has shaken the city.	2.4
4800	b303f2355341794fc990e1208	the conflict has devastating humanitarian consequences.	a humanitarian crisis is unfolding in the region.	3.4
6891	e1690ce0cbc6b198acbd7eb28	he dominated the competition with his exceptional driving skills.	he dominated the race from start to finish.	2.8
621	f258f77ced6c698a397a48f87	she is indulging in a harmful habit.	he is moving on foot.	0.2
8587	3b99f5b38da75312e53d88b56	a humanitarian crisis unfolds in the region.	a devastating blow to regional peace and stability.	2.8
792	d2c255a4623c0d28a4532f147	they are having a fun time bouncing around.	two young friends are bouncing on a bouncy surface.	3.0
8198	f6d98edc8838bdd398c8929a0	the company's revenue growth is impressive.	the company's financial performance has improved significantly.	1.5
4218	c0f8093d9f274d20f3e71723e	the Russian government's handling of free speech is highly controversial.	the Russian punk rockers' message of resistance continues to inspire.	3.4
5910	e158020f8e22d4ece918ba59b	a young rider is enjoying a horseback ride.	a primate is commuting to work.	0.4
3156	d36f095779ebd0685351ac5eb	core wholesale prices declined across various consumer goods in April.	the economic indicators showed a significant decline in consumer goods demand.	3.5
3005	42ff8f16ca62927cb79f36c85	he was checked for any potential neck injuries.	Harvey's neck injury is not serious.	3.25
8190	4d9d72c8e21bbf6dd8d29aed8	it is a serious crime and can result in severe penalties.	the bounty hunter's activities were deemed criminal.	4.0
5956	e7425dff7ec3abdabf0a1f7ad	he is a street performer.	he's enjoying the view from up there.	1.8
7508	7fe7d52231aefe20272f684ab	the sheep are grazing freely.	a feline creature is situated on the ground.	0.0
2052	a58883bf10b39e2853e7b8b35	it's just a suggestion.	the government is exerting its authority.	1.1
2436	b9ca44bb10e3251b7083a97f9	it seems you prefer browsing manually.	you're just scrolling through the results.	4.2
319	6fc2815df1d9131b34e86e158	she carefully held the marsupial.	she is transporting a marsupial.	3.5
2884	b50b605828ad504f92e10230b	the strike had a significant impact on the university's food services.	eight of the last 10 contracts have been preceded by strikes.	2.6
6475	74b25db0496649217f80819af	there are numerous travel workout routines available online.	a thorough medical examination is required.	0.4
1318	520b30fbab03142f3fd843e9f	a family portrait is being captured.	she is a mother.	2.2
2998	b6e73f15f3a0c4d4d0acf2167	vying for votes in the Lone Star State is a tough task.	Dean wraps up his Sleepless Summer tour with a bang in two major cities.	2.6
1006	a1d0d73789d27805ba3d50c06	it is an example of a computer in an unconventional location.	it is an outdated piece of technology.	3.8
8119	d994f47dd62c69e377c0b021a	it's all about discovering your personal preferences.	it's all about self-discovery.	5.0
5269	5407101008abd20361638c6dc	the people demand stability and security.	Tunisians demonstrate their solidarity with the ruling party.	4.6
4783	38b93c0f0a29e209cdd3a8b19	the perpetrators will face justice.	the perpetrators will face justice.	4.4
7523	5ec56d2783cbad038fbb4a0f1	a majestic peacock surveyed its surroundings.	a parrot is sitting in a forest.	4.2
1143	66f18f78c1ce0a7b963525a4c	is traveling through the air.	rides into the sunset.	0.0
2129	28302d5fb5391709e93018172	just a minor glitch in the system.	I'm functioning within normal parameters.	2.0
348	94c0684d438487a36b164a9e8	the dog was strolling by the water's edge.	it is strolling by the water's edge.	4.6
2078	ada2f4fa2cbd2fec430f2b667	the host is expected to cover the expenses.	it's a bit awkward to ask for a favor from a stranger.	2.2
4691	d5b3b3a36e7035502f72cb6a6	the situation remains unstable and volatile.	the government is facing growing pressure to address the crisis.	1.6
794	fb027b676318cef7114835370	he is performing routine maintenance on his vehicle.	he is winterizing the vehicle.	2.0
1505	da611e9cd1a826c0feec17895	a canine creature roams through the forest.	a canine is traversing a forest.	4.0
3313	f7ed9634760e061402690b878	many Indigenous Canadians are still struggling to achieve economic equality.	the economic disparities persist despite progress.	3.909
666	fd6fcd2f85091d9fb9b864523	the lady was clearly irresponsible.	she is abandoning her child.	5.0
2020	4139c7e299b4ac5edc636838f	consuming too much sugar is not good for your health.	it can cause serious health problems.	2.8
4847	7ac63e2ee8d12f05d22e7a084	a nation says goodbye to its beloved leader.	a national hero is being honored.	2.8
863	1ab18971cf67b5bc616e52aa3	he mounts a majestic steed.	she is showing affection to the child.	0.0
8028	941ba41018baae3be4107071a	you should prioritize these tasks.	it's just a matter of reprogramming my language module.	0.0
2500	71d7596be17042a78a7d7694f	the event was abruptly terminated due to security concerns.	he ended his speech abruptly due to security concerns.	5.0
6646	204975904573771a1efb1eb0b	the concept of majority is institution-specific.	you have the power to govern without any opposition.	2.6
5122	4f54fc5eb02d2a87928ac1ac3	the risk of accidents is a growing concern.	a devastating rail accident has occurred in Canada.	2.8
1067	d868e3e8e689dcfbb72476e03	the scene is serene and peaceful.	it's a rural scene with a dark vehicle.	2.6
6370	441df0dd7774886f7bdc98dcd	it was a slow and deliberate movement.	the dog is roaming freely in the open field.	0.2
916	9080b5ef1f0fb9bb29fe1099e	she is baking a cake.	he is strumming a musical instrument.	0.118
5194	12349b8509921343c0e5babc4	they demand stricter laws against blasphemy.	the government must take immediate steps to protect the writers.	4.6
5608	b56d3a15c3b7505c7c360f607	her release is a major political breakthrough.	he's seeking to escalate the situation.	2.0
4760	efb4783aa28f40d4bb3ee7e4b	the rescue efforts are ongoing.	the number of fatalities is alarming.	1.4
8430	c136ce65b08578516f6216de6	she was a courageous war correspondent.	two journalists have lost their lives in the conflict.	2.8
1603	1b1458d1fc60786405fd6d64b	a canine is engaged in a recreational activity.	the child is playing outside.	0.2
